"url","publishDate","uniqueUsers","pageViewsTotal","totalEngagementTime","totalDuration","discoverImpressions","googleNewsImpressions","searchImpressions","searchClicks","discoverClicks","googleNewsClicks","searchClicksPerArticle","searchImpressionsPerArticle","discoverClicksPerArticle","googleNewsClicksPerArticle","googleNewsImpressionsPerArticle","averageScroll","averageDurationPerUser","averageRFV","cumulativeRFV","averageDurationPerPage","averageEngagementTimePerUser","averageEngagementTimePerPage","pageViewsPerUser","searchPosition","searchCTR","discoverCTR","googleNewsPosition","googleNewsCTR"
"https://www.hotnewhiphop.com/914967-air-jordan-14-black-university-blue-sneaker-news-2",2025-05-28,160,170,2765.82,7404.93,0,0,2101,5,0,0,5,2101,0,0,0,41.705,43.1425,25.5225,3221.99,40.55,17.6775,16.6825,1.0675,29.255,0.2275,0,0,0
"https://www.hotnewhiphop.com/914972-air-jordan-1-high-og-ruby-sneaker-news-3",2025-05-30,207,230,4519.6,15930.98,0,0,3346,14,0,0,14,3346,0,0,0,41.095,77.26,28.055,5811.65,68.98,21.9,19.59,1.115,39.505,0.36,0,0,0
"https://www.hotnewhiphop.com/915527-air-jordan-14-ferrari-sneaker-news-11",2025-05-29,213,242,5399.55,21342.23,0,0,11011,30,0,0,30,11011,0,0,0,55.9433333333333,106.866666666667,30.0033333333333,3075.36,95.8666666666667,25.5533333333333,22.67,1.12666666666667,9.5,0.313333333333333,0,0,0
"https://www.hotnewhiphop.com/915534-air-jordan-5-og-grape-sneaker-news-8",2025-05-29,3967,4369,107944.07,355749.09,78108,0,2404,6,4165,0,6,2404,4165,0,0,55.3,74.48,25.3766666666667,25766.13,68.05,24.9966666666667,22.91,1.09,38.7033333333333,0.15,3.63666666666667,0,0
"https://www.hotnewhiphop.com/915541-awake-ny-x-air-jordan-5-arctic-pink-sneaker-news-6",2025-05-29,1875,2106,49959.35,154971.11,18778,0,886,58,1732,0,58,886,1732,0,0,56.03,107.253333333333,31.4433333333333,15490.18,94.5,22.3633333333333,19.7466666666667,1.13333333333333,33.7,4.34,7.37333333333333,0,0
"https://www.hotnewhiphop.com/915546-jack-harlow-x-new-balance-442-v2-pro-indoor-sneaker-news",2025-05-29,309,331,7192.68,26351.17,1035,0,3220,9,43,0,9,3220,43,0,0,46.3333333333333,90.58,42.2966666666667,10013.73,85.6366666666667,22.3133333333333,21.0133333333333,1.05666666666667,13.8266666666667,0.34,2.72,0,0
"https://www.hotnewhiphop.com/915550-off-white-x-nike-air-force-1-low-sesame-sneaker-news",2025-05-29,372,407,6836.6,27471.61,1297,0,4089,2,57,0,2,4089,57,0,0,53.0566666666667,62.1366666666667,46.2533333333333,14265.67,58.2766666666667,18.6133333333333,17.5466666666667,1.06333333333333,66.28,0.153333333333333,3.68,0,0
"https://www.hotnewhiphop.com/915796-air-jordan-5-tokyo-sneaker-news-3",2025-05-31,141,157,3814.41,10189.69,58,0,697,2,5,0,2,697,5,0,0,53.89,72.27,49.35,7748.03,64.9,27.05,24.3,1.11,19.52,0.29,8.62,0,0
"https://www.hotnewhiphop.com/915800-nike-sb-air-max2-cb-94-low-varsity-red-sneaker-news",2025-05-31,134,152,2504.94,9979.76,18,0,166,0,4,0,0,166,4,0,0,56.48,74.48,45.15,6862.38,65.66,18.69,16.48,1.13,45.97,0,22.22,0,0
"https://www.hotnewhiphop.com/915827-air-jordan-4-rm-light-bone-sneaker-news",2025-05-31,28,33,853.88,1668.86,167,0,683,0,6,0,0,683,6,0,0,54.5,59.6,39.03,1288.06,50.57,30.5,25.88,1.18,27.28,0,3.59,0,0
"https://www.hotnewhiphop.com/915946-air-jordan-12-french-blue-sneaker-news-4",2025-05-31,54,56,1194.5,2996.73,0,0,527,0,0,0,0,527,0,0,0,58.2,55.5,42.32,2369.81,53.51,22.12,21.33,1.04,12.84,0,0,0,0
"https://www.hotnewhiphop.com/915958-undefeated-x-air-jordan-4-sneaker-news-9",2025-05-31,248,264,6733.49,21191.46,3256,0,515,3,397,0,3,515,397,0,0,55.88,85.45,30.78,8126.03,80.27,27.15,25.51,1.06,37.56,0.58,12.19,0,0
"https://www.hotnewhiphop.com/915968-air-jordan-1-high-og-shattered-backboard-sneaker-news-7",2025-05-31,145,150,4137.73,17867.73,919,0,502,2,51,0,2,502,51,0,0,58.32,123.23,46.03,6904.93,119.12,28.54,27.58,1.03,50.41,0.4,5.55,0,0
"https://www.hotnewhiphop.com/915973-trophy-room-x-air-jordan-6-sneaker-news",2025-05-31,3015,3255,73187.86,166160.48,37524,0,654,134,3342,0,134,654,3342,0,0,73.43,55.11,13.3,43278.79,51.05,24.27,22.48,1.08,27.62,20.49,8.91,0,0
"https://www.hotnewhiphop.com/915978-nike-air-foamposite-one-triple-white-sneaker-news",2025-05-31,102,106,2510.19,9356.33,0,0,48,0,0,0,0,48,0,0,0,54.25,91.73,58.63,6214.4,88.27,24.61,23.68,1.04,29.5,0,0,0,0
"https://www.hotnewhiphop.com/916021-air-jordan-5-og-35th-anniversary-sneaker-news-3",2025-05-31,52,57,1290.61,3422.32,0,0,16,0,0,0,0,16,0,0,0,45.26,65.81,42.62,2429.07,60.04,24.82,22.64,1.1,6.62,0,0,0,0
"https://www.hotnewhiphop.com/916029-nike-air-flightposite-one-sail-sneaker-news",2025-05-31,59,60,1344.88,5645.85,0,0,140,1,0,0,1,140,0,0,0,56.8,95.69,58.26,3495.7,94.1,22.79,22.41,1.02,16.53,0.71,0,0,0
"https://www.hotnewhiphop.com/916338-air-jordan-14-ferrari-sneaker-news-12",2025-06-01,1099,1232,29254.68,103313.08,7052,0,22552,425,380,0,425,22552,380,0,0,64.09875,91.38875,9.90375,3854.58,82.1425,26.8025,24.14375,1.11125,13.03,1.28875,4.725,0,0
"https://www.hotnewhiphop.com/916345-air-jordan-3-starfish-sneaker-news-2",2025-06-01,155,171,2640.58,10544.37,581,0,2638,36,17,0,36,2638,17,0,0,42.62625,38.22,16.9775,3079.13,34.97375,15.63625,14.57375,1.0775,39.63375,1.25875,1.89,0,0
"https://www.hotnewhiphop.com/916353-air-jordan-1-high-og-shattered-backboard-sneaker-news-8",2025-06-01,204,234,3222.13,16475.06,0,0,1839,5,0,0,5,1839,0,0,0,59.22875,53.4375,15.11,4808.34,45.97875,14.64375,13.2725,1.10625,33.7625,0.3325,0,0,0
"https://www.hotnewhiphop.com/916357-nike-air-foamposite-pro-pearl-sneaker-news-2",2025-06-01,214,234,4632.34,16028.87,0,0,562,3,0,0,3,562,0,0,0,54.685,51.2925,26.62375,6468.79,45.62,20.525,18.5275,1.1075,42.235,0.99,0,0,0
"https://www.hotnewhiphop.com/916361-air-jordan-14-ferrari-sneaker-news-13",2025-06-01,560,611,12644.3,47068.24,4650,0,10497,50,256,0,50,10497,256,0,0,63.205,69.1375,19.6,8307.19,63.6825,21.1225,19.22125,1.08375,20.68,0.69875,3.33125,0,0
"https://www.hotnewhiphop.com/916657-fragment-x-union-la-x-air-jordan-1-high-og-sneaker-news-2",2025-06-02,1353,1454,30232.45,95297.14,27287,0,4179,4,1206,0,4,4179,1206,0,0,56.8375,61.7575,15.375,11434.89,57.84125,21.20375,19.935,1.06125,40.04375,0.065,3.4075,0,0
"https://www.hotnewhiphop.com/916664-who-decides-war-x-jordan-flight-court-sneaker-news",2025-06-02,431,469,7687.9,21253.51,440,0,2649,60,6,0,60,2649,6,0,0,64.5825,49.20375,16.94125,8983.8,45.105,15.57125,14.125,1.12,20.08625,1.93125,0.38875,0,0
"https://www.hotnewhiphop.com/916669-jordan-stadium-90-football-black-cement-sneaker-news",2025-06-02,108,115,1858.89,4753.02,0,0,699,0,0,0,0,699,0,0,0,55.12,30.16,20.88,3018.27,27.97,19.4975,18.07375,1.065,32.825,0,0,0,0
"https://www.hotnewhiphop.com/916678-air-jordan-4-rm-white-gym-red-sneaker-news",2025-06-02,143,151,2519.07,14910.9,0,0,3988,0,0,0,0,3988,0,0,0,44.425,94.47375,17.8625,3267.94,89.9775,20.71375,20.01375,1.03875,71.47125,0,0,0,0
"https://www.hotnewhiphop.com/916685-air-jordan-1-low-sail-soft-pearl-sneaker-news",2025-06-02,202,221,3719.02,13813.01,627,0,6777,0,30,0,0,6777,30,0,0,56.475,75.6675,26.47625,6194.75,71.8625,20.19,19.07375,1.07125,59.96,0,1.0975,0,0
"https://www.hotnewhiphop.com/916872-travis-scott-x-fragment-x-air-jordan-1-low-og-sneaker-news-7",2025-06-03,214,237,4599.85,22331.64,48,0,6004,5,3,0,5,6004,3,0,0,49.44625,48.8175,13.04625,3620.15,44.64375,19.4975,18.2975,1.06625,47.405,0.25875,2.205,0,0
"https://www.hotnewhiphop.com/916876-jordan-legacy-312-low-shattered-backboard-sneaker-news",2025-06-03,78,83,1370.99,5333.26,0,0,833,1,0,0,1,833,0,0,0,34.705,43.1625,19.1225,2070.19,42.14,14.2625,13.96875,1.02,48.19125,0.05875,0,0,0
"https://www.hotnewhiphop.com/916883-nike-air-foamposite-pro-university-blue-sneaker-news",2025-06-03,162,176,2081.15,9053.63,20,0,552,0,1,0,0,552,1,0,0,31.8325,31.78125,23.59875,4976.46,29.39125,10.77375,10.285,1.04125,49.51625,0,0.625,0,0
"https://www.hotnewhiphop.com/916887-air-jordan-4-cave-stone-sneaker-news-8",2025-06-03,2595,2822,56198.09,169999.38,38194,0,6001,36,2431,0,36,6001,2431,0,0,54.285,61.335,14.58375,18924.47,55.475,21.50125,19.43125,1.10625,60.34,0.30125,5.715,0,0
"https://www.hotnewhiphop.com/916893-air-jordan-3-rm-sneaker-news",2025-06-03,1828,1950,33593.52,96630.35,31590,0,6423,23,1631,0,23,6423,1631,0,0,58.05375,48.265,13.4525,17186.17,44.57875,21.69875,19.9,1.07875,48.79125,0.2075,4.265,0,0
"https://www.hotnewhiphop.com/917186-air-jordan-5-tokyo-sneaker-news-4",2025-06-04,265,289,6426.65,26127.61,216,0,3303,17,11,0,17,3303,11,0,0,33.81,72.10375,25.2275,8732.59,68.40125,17.79375,16.98875,1.03625,41.89875,0.375,0.63625,0,0
"https://www.hotnewhiphop.com/917227-trophy-room-sneaker-store-sneaker-news",2025-06-05,491,526,14380.78,42243.01,11,0,2647,11,0,0,11,2647,0,0,0,42.72,60.455,16.56625,18670.88,56.49875,20.88875,19.7675,1.04375,29.33125,0.1425,0,0,0
"https://www.hotnewhiphop.com/917506-awake-ny-x-air-jordan-5-black-racer-blue-sneaker-news-3",2025-06-05,189,196,3792.99,15192.45,792,0,1034,3,38,0,3,1034,38,0,0,45.51875,107.74625,20.2725,4275.91,106.255,23.915,23.44125,1.025,60.03875,0.4325,2.08375,0,0
"https://www.hotnewhiphop.com/917518-air-jordan-5-og-grape-sneaker-news-9",2025-06-05,277,304,5937.71,27344.2,0,0,4841,90,0,0,90,4841,0,0,0,37.48375,55.88625,14.2775,4393.69,51.47125,16.4025,15.18875,1.05875,34.2975,1.095,0,0,0
"https://www.hotnewhiphop.com/917525-psg-x-air-jordan-6-sneaker-news",2025-06-05,865,933,17017.66,54317.41,7154,0,8354,239,342,0,239,8354,342,0,0,46.43,59.53,15.15625,10143.24,55.24,17.98,16.58125,1.07875,43.45875,3.54375,6.02875,0,0
"https://www.hotnewhiphop.com/917867-marcus-jordan-sneaker-news",2025-06-07,130,140,4667.33,14692.67,33,0,7064,12,2,0,12,7064,2,0,0,58.55625,57.14375,30.4275,5360.82,54.1775,31.40375,30.17625,0.9075,21.815,0.09625,1.52875,0,0
"https://www.hotnewhiphop.com/917877-friends-and-family-eminem-carhartt-jordan-4-sneaker-news",2025-06-07,215,235,7106.11,17874.22,0,0,1464,4,0,0,4,1464,0,0,0,49.43125,56.99375,13.77875,6935.26,52.44625,28.7925,26.8425,0.92875,29.75375,0.9175,0,0,0
"https://www.hotnewhiphop.com/917889-a-ma-maniere-x-air-jordan-5-violet-ore-sneaker-news-6",2025-06-07,141,154,3359.65,7679.13,448,0,1496,16,23,0,16,1496,23,0,0,46.1675,56.4775,5.7675,1590.69,51.47125,26.00125,24.77125,0.9575,23.255,0.6425,2.5,0,0
"https://www.hotnewhiphop.com/917903-dj-khaled-air-jordan-3-friends-and-family-sneaker-news",2025-06-07,326,348,8882.97,24394.03,0,0,1234,1,0,0,1,1234,0,0,0,48.81,90.44375,21.415,7046.26,88.835,17.9025,17.285,0.9,31.84625,0.28375,0,0,0
"https://www.hotnewhiphop.com/918040-air-jordan-5-og-35th-anniversary-sneaker-news-4",2025-06-07,1916,2052,41639.44,120659.9,41061,0,2625,26,1788,0,26,2625,1788,0,0,45.4675,68.61875,15.5325,7959.21,65.41,20.22625,19.1475,1.045,48.2025,1.24875,3.60875,0,0
"https://www.hotnewhiphop.com/918045-teyana-taylor-air-jordan-3-a-rose-from-harlem-sneaker-news",2025-06-07,28008,31676,803423.4,1987681.28,369368,0,191868,4084,22622,0,4084,191868,22622,0,0,63.16625,67.9025,10.68375,93244.01,59.4225,25.03875,21.74625,1.1475,31.335,2.21,2.915,0,0
"https://www.hotnewhiphop.com/918052-air-jordan-4-rm-vintage-purple-sneaker-news",2025-06-07,238,268,5447.84,13449.94,1433,0,1895,4,73,0,4,1895,73,0,0,34.5925,39.06625,15.765,5706.26,34.67875,19.1875,16.8525,1.14,69.735,0.22625,2.1375,0,0
"https://www.hotnewhiphop.com/918059-air-jordan-14-golf-hyper-royal-sneaker-news",2025-06-07,132,142,1856.09,5133.93,216,0,705,1,2,0,1,705,2,0,0,64.09375,23.745,10.4475,4912.62,23.3425,13.17125,13.02375,0.88625,46.7225,0.0675,0.12375,0,0
"https://www.hotnewhiphop.com/918206-air-jordan-4-cave-stone-sneaker-news-9",2025-06-08,112,123,2105.54,7434.28,0,0,2226,1,0,0,1,2226,0,0,0,48.43375,45.9,9.845,3156.99,41.76375,16.59375,15.8425,1.045,69.33875,0.02875,0,0,0
"https://www.hotnewhiphop.com/918215-air-jordan-8-bugs-bunny-sneaker-news-4",2025-06-08,334,365,8531.4,26140.9,0,0,976,2,0,0,2,976,0,0,0,48.2375,60.6125,11.135,5746.7,56.7025,23.715,22.12875,1.06625,52.435,0.12125,0,0,0
"https://www.hotnewhiphop.com/918226-air-jordan-x-kobe-lakers-pe-sneaker-news",2025-06-08,663,732,18229.96,42253.01,5348,0,1091,24,307,0,24,1091,307,0,0,56.2725,54.1975,18.8525,6349.68,49.10875,24.99,22.5875,1.105,39.80625,0.71,7.52,0,0
"https://www.hotnewhiphop.com/918232-air-jordan-x-kobe-lakers-pe-sneaker-news-2",2025-06-08,6201,6808,157431.18,411721.8,81356,0,1882,13,6178,0,13,1882,6178,0,0,63.36875,60.8425,11.685,21825.45,55.59,23.7375,21.68,1.095,53.775,0.42625,7.2425,0,0
"https://www.hotnewhiphop.com/918300-air-jordan-mule-black-metallic-silver-sneaker-news",2025-06-08,248,255,3969.31,16646.81,982,0,1223,16,35,0,16,1223,35,0,0,51.945,69.63625,16.7025,3877.47,68.81,16.1,15.8375,1.015,57.12375,0.56625,2.0275,0,0
"https://www.hotnewhiphop.com/918307-naruto-x-air-jordan-1-utility-sample-sneaker-news",2025-06-08,922,987,21358.87,78690.59,7065,0,4560,18,312,0,18,4560,312,0,0,52.815,107.83,19.39375,16813.46,100.84375,22.4975,20.9425,1.09,48.1075,0.25625,4.76875,0,0
"https://www.hotnewhiphop.com/918317-swarovski-x-air-jordan-1-low-og-wmns-stealth-sneaker-news",2025-06-08,852,927,19032.24,51268.89,9974,0,5157,1,714,0,1,5157,714,0,0,47.45125,42.02875,12.74875,11402.94,36.4775,19.25,16.93625,1.1175,50.77625,0.1125,3.89375,0,0
"https://www.hotnewhiphop.com/918324-nigel-sylvester-sneaker-news-2",2025-06-08,978,1085,22571.64,61999.26,39520,0,4341,10,730,0,10,4341,730,0,0,57.6,41.46375,16.38375,15490.37,37.46625,16.8375,15.22625,1.0925,11.525,0.07625,1.26375,0,0
"https://www.hotnewhiphop.com/918329-air-jordan-14-ferrari-sneaker-news-14",2025-06-09,3151,3627,95235.2,330001.53,30908,0,13590,199,2122,0,199,13590,2122,0,0,70.535,87.245,5.22125,19878.54,75.5175,24.80625,21.63375,1.1375,23.40375,1.355,4.44,0,0
"https://www.hotnewhiphop.com/918616-hiroshi-fujiwara-air-jordan-1-high-85-unc-sneaker-news",2025-06-09,312,343,6463.48,18677.24,532,0,3517,0,19,0,0,3517,19,0,0,61.605,42.16125,17.0875,7569.74,36.9675,21.6625,18.6125,1.17,72.62,0,0.965,0,0
"https://www.hotnewhiphop.com/918622-air-jordan-4-cave-stone-sneaker-news-10",2025-06-09,119,126,2383.34,11688.53,0,0,3806,2,0,0,2,3806,0,0,0,60.26875,78.01875,17.1325,3427.43,75.20125,23.42,22.39625,1.035,71.6925,0.12375,0,0,0
"https://www.hotnewhiphop.com/918628-air-jordan-11-high-cut-patent-anniversary-sneaker-news",2025-06-09,7814,8455,211668.44,577251.5,61497,0,12722,4048,3876,0,4048,12722,3876,0,0,52.48875,84.07375,12.92,37705.74,76.56125,28.2575,25.93,1.08375,36.37,12.705,5.105,0,0
"https://www.hotnewhiphop.com/918901-air-jordan-5-fire-red-black-tongue-sneaker-news-11",2025-06-10,125,137,2636.91,7014.19,0,0,2342,9,0,0,9,2342,0,0,0,41.14375,47.75375,25.03625,3177.7,43.05,17.62,16.73625,0.93,27.17375,12.70375,0,0,0
"https://www.hotnewhiphop.com/918908-air-jordan-3-pure-money-sneaker-news-6",2025-06-10,605,673,14252.16,57405.36,6093,0,5992,63,323,0,63,5992,323,0,0,53.5075,70.6325,15.71875,8064.5,61.7825,23.55375,20.0375,1.17375,31.1625,0.67625,2.71,0,0
"https://www.hotnewhiphop.com/918915-jordan-heir-motorsports-sneaker-news",2025-06-10,124,133,1724.05,6149.59,0,0,350,2,0,0,2,350,0,0,0,60.36,20.0625,21.33625,5216.37,19.365,8.8975,8.61125,0.9075,7.62375,0.09125,0,0,0
"https://www.hotnewhiphop.com/918923-air-jordan-5-wolf-grey-sneaker-news-4",2025-06-10,3726,4052,86586.78,285165.55,53233,0,3271,23,3736,0,23,3271,3736,0,0,46.78375,55.28,12.9875,29047.11,49.98125,17.6275,15.9975,1.115,33.07,0.52625,3.9925,0,0
"https://www.hotnewhiphop.com/919246-shoe-palace-x-jordan-flight-court-honors-firefighters",2025-06-11,418,464,10328.1,40571.75,4763,0,17846,1,276,0,1,17846,276,0,0,57.35375,61.97375,20.07,6694.75,57.3075,22.295,20.71875,1.09375,24.395,0.1525,4.43125,0,0
"https://www.hotnewhiphop.com/919252-air-jordan-1-low-se-distressed-sneaker-news",2025-06-11,117,118,2061.8,7844.86,166,0,6154,2,8,0,2,6154,8,0,0,62.40125,53.48625,36.4375,5098.85,53.39125,17.74625,17.7225,1.00125,40.81,3.13,0.67625,0,0
"https://www.hotnewhiphop.com/919258-the-air-jordan-5-og-grape-is-finally-coming-back",2025-06-12,151,164,3269.35,18306.74,0,0,3134,15,0,0,15,3134,0,0,0,51.0925,104.61375,13.67125,3074.53,96.62,20.68625,19.18875,1.065,39.0775,0.3975,0,0,0
"https://www.hotnewhiphop.com/919606-psg-x-air-jordan-4-rm-sneaker-news",2025-06-12,1208,1320,24484.4,67983.58,17142,0,4043,22,972,0,22,4043,972,0,0,62.91375,44.4,15.785,7894.09,40.59,20.105,17.97875,1.13125,40.85375,0.43625,3.67,0,0
"https://www.hotnewhiphop.com/919610-nike-air-flightposite-dusty-cactus-sneaker-news",2025-06-12,580,639,13452.62,44199.4,6461,0,1633,34,357,0,34,1633,357,0,0,60.60125,111.42625,18.9825,10285.05,103.4875,23.77,21.48,1.11125,23.07625,2.90625,2.36875,0,0
"https://www.hotnewhiphop.com/919617-ja-morant-x-nike-air-force-1-low-denim-sneaker-news",2025-06-12,683,747,13531.05,40247.15,9045,0,2630,12,430,0,12,2630,430,0,0,53.58625,37.0375,16.0725,9601.31,33.7325,18.2175,16.51875,1.10125,50.6075,1.29,2.8825,0,0
"https://www.hotnewhiphop.com/919621-ja-morant-x-nike-air-force-1-low-ny-vs-ny-sneaker-news",2025-06-13,7797,8761,171076.45,482477.51,118561,0,5063,55,7580,0,55,5063,7580,0,0,56.5625,74.83625,7.1225,36701.31,70.49625,22.11125,20.4875,1.08,53.16,0.9925,5.59,0,0
"https://www.hotnewhiphop.com/919882-air-jordan-14-ferrari-sneaker-news-15",2025-06-13,1120,1200,25524.37,73295.71,14781,0,7093,26,904,0,26,7093,904,0,0,50.75375,42.4125,13.87375,7974.42,39.40625,15.81,14.84125,0.92375,29.45,0.21875,3.025,0,0
"https://www.hotnewhiphop.com/919889-air-jordan-12-french-blue-sneaker-news-5",2025-06-13,184,204,3657.46,14885.88,0,0,493,1,0,0,1,493,0,0,0,24.995,43.06375,16.8225,4700.61,39.56625,14.075,13.27,1.0475,27.39125,0.09375,0,0,0
"https://www.hotnewhiphop.com/919895-air-jordan-10-og-steel-sneaker-news-4",2025-06-13,3216,3533,98071.05,246090.24,51121,0,2843,59,2990,0,59,2843,2990,0,0,59.5425,81.6375,14.9,16291.55,68.75,35.105,29.545,1.1775,38.25875,1.14875,3.555,0,0
"https://www.hotnewhiphop.com/919901-nike-air-foamposite-one-triple-white-sneaker-news-2",2025-06-13,139,148,2618.53,11656.25,0,0,614,1,0,0,1,614,0,0,0,25.3475,97.62,14.7375,4766.95,92.9775,13.0175,12.13375,0.915,31.555,0.0475,0,0,0
"https://www.hotnewhiphop.com/919909-air-jordan-1-low-turqouise-sneaker-news",2025-06-14,120,127,2177.22,5354.08,0,0,3084,2,0,0,2,3084,0,0,0,42.4025,31.6825,15.29,3257.07,30.93875,18.13125,17.845,1.02,39.04125,0.18375,0,0,0
"https://www.hotnewhiphop.com/919916-air-jordan-1-high-shattered-backboard-sneaker-news",2025-06-14,504,566,12314.54,46312.71,5990,0,4364,7,299,0,7,4364,299,0,0,67.7825,71.92,14.81375,7567.99,65.80625,24.25125,22.14,1.08875,69.14375,0.12,2.88625,0,0
"https://www.hotnewhiphop.com/919920-air-jordan-11-gamma-blue-sneaker-news-5",2025-06-14,21077,22449,414091.79,1413423.41,340645,0,28754,4259,18093,0,4259,28754,18093,0,0,51.085,70.3,5.57375,61135.06,65.5425,20.6125,19.22,1.07125,26.61625,9.58,7.12375,0,0
"https://www.hotnewhiphop.com/919924-kobe-bryant-x-nike-air-force-1-low-court-purple-sneaker-news",2025-06-14,12603,13988,325359.8,874966.87,233264,0,5909,29,12511,0,29,5909,12511,0,0,60.47625,54.725,6.48375,48968.32,49.11625,23.96125,21.36,1.125,56.58875,0.375,4.07125,0,0
"https://www.hotnewhiphop.com/920057-air-jordan-5-grape-sneaker-news-2",2025-06-14,120,128,2821.2,13182.1,0,0,2279,10,0,0,10,2279,0,0,0,41.325,72.39875,10.65625,2527.49,67.57625,17.68375,16.3175,1.0725,42.50875,0.33,0,0,0
"https://www.hotnewhiphop.com/920101-anuel-aa-x-reebok-sport-love-collection-sneaker-news",2025-06-14,215,236,4247.6,16160.81,1837,0,1973,5,12,0,5,1973,12,0,0,43.43125,49.155,19.085,6057.55,44.255,19.25625,17.47125,0.945,33.24,0.7875,0.94625,0,0
"https://www.hotnewhiphop.com/920148-jordan-quai-54-apparel-collection-sneaker-news",2025-06-14,264,284,4583.6,17883.43,691,0,1903,13,22,0,13,1903,22,0,0,58.08875,42.96375,18.1725,4947.13,39.3325,15.455,14.59375,0.9325,18.82875,0.66375,3.02625,0,0
"https://www.hotnewhiphop.com/920183-nike-ja-3-max-volume-sneaker-news",2025-06-15,443,480,9277.79,33119.65,1017,0,5091,58,72,0,58,5091,72,0,0,52.92625,44.32,11.525,13403.7,41.7,17.6075,16.6225,1.05125,8.37,0.68875,6.96625,0,0
"https://www.hotnewhiphop.com/920190-aja-wilson-nike-aone-storm-pe-sneaker-news",2025-06-15,362,385,9808.35,26913.87,3445,0,3278,39,188,0,39,3278,188,0,0,57.34,80.0025,8.6675,6215.16,76.22125,30.6975,29.46,1.05,38.63875,0.5925,6.2725,0,0
"https://www.hotnewhiphop.com/920198-adidas-anthony-edwards-1-low-football-cleat-sneaker-news",2025-06-15,421,440,7456.58,31251.19,1939,0,6264,48,36,0,48,6264,36,0,0,57.77125,123.70875,11.75375,14485.52,121.8225,24.3225,23.79625,1.02875,21.29,3.1625,0.77875,0,0
"https://www.hotnewhiphop.com/920409-ja-morant-x-nike-air-force-1-low-swarovski-sneaker-news",2025-06-15,255,272,5149.59,12586,2707,0,1342,2,123,0,2,1342,123,0,0,48.6525,34.495,16.785,3985.23,33.10625,18.825,18.29375,0.9025,49.4575,0.08,2.5925,0,0
"https://www.hotnewhiphop.com/920416-kobe-bryant-x-nike-air-force-1-low-white-sneaker-news",2025-06-15,1153,1262,26970.98,76688.84,14645,0,5090,9,917,0,9,5090,917,0,0,52.92875,80.14125,13.2725,9822.85,73.8725,24.26125,22.56375,1.09625,54.62625,0.13125,3.99,0,0
"https://www.hotnewhiphop.com/920436-air-jordan-11-canyon-purple-off-noir-sneaker-news",2025-06-15,7799,8698,170673.62,503406.39,162693,0,2018,19,8399,0,19,2018,8399,0,0,44.76625,122.89375,13.12,51991.26,92.915,18.745,15.70625,1.2375,53.22875,1.13625,3.09625,0,0
"https://www.hotnewhiphop.com/920440-air-jordan-11-sail-sport-royal-sneaker-news",2025-06-15,1153,1304,25128.01,81905.43,15997,0,552,9,811,0,9,552,811,0,0,62.19375,60.86,12.285,13614.55,53.7025,21.1025,19.0375,1.12875,53.3825,14.36875,3.4875,0,0
"https://www.hotnewhiphop.com/920455-air-jordan-14-ferrari-sneaker-news-16",2025-06-15,6804,7481,206215.1,624939.72,65529,0,22680,130,5718,0,130,22680,5718,0,0,64.7475,70.72,11.04,50755.64,64.28875,23.69125,21.56625,1.09125,14.3025,0.615,9.81625,0,0
"https://www.hotnewhiphop.com/920459-ja-morant-nike-air-force-1-low-sundial-sneaker-news",2025-06-15,190,209,3203.12,12000.95,12,0,2570,9,0,0,9,2570,0,0,0,48.96125,50.06375,13.71875,3849.13,43.83125,26.51375,22.9775,1.24,29.65875,0.15375,0,0,0
"https://www.hotnewhiphop.com/920463-off-white-x-nike-air-force-1-low-sesame-sneaker-news-2",2025-06-15,444,482,8853.15,33827.44,2193,0,8829,15,149,0,15,8829,149,0,0,34.9525,40.285,12.89375,7910.84,36.8825,12.43,11.4325,0.9325,46.71375,0.08625,1.68625,0,0
"https://www.hotnewhiphop.com/920750-air-jordan-4-black-cat-sneaker-news-4",2025-06-16,2814,3068,70770.21,188131.01,33892,0,8283,23,1948,0,23,8283,1948,0,0,60.79,71.20375,17.335,31793.13,64.03,19.405,17.745,1.09375,48.8925,0.1975,1.175,0,0
"https://www.hotnewhiphop.com/920755-nike-air-griffey-max-1-freshwater-sneaker-news",2025-06-16,748,865,19936.74,65055.76,3396,0,1088,0,312,0,0,1088,312,0,0,60.4525,62.09125,18.30125,12883.73,54.595,29.43375,25.6025,1.18125,45.015,0,7.15875,0,0
"https://www.hotnewhiphop.com/920762-nike-air-diamond-turf-2-og-fire-red-sneaker-news",2025-06-16,1886,2032,37552.69,119114.65,27013,0,1350,8,1692,0,8,1350,1692,0,0,33.3275,36.97,16.61,15451.04,34.99625,15.205,14.58875,1.035,15.37625,13.00875,2.31,0,0
"https://www.hotnewhiphop.com/920766-nike-air-griffey-max-1-varsity-royal-sneaker-news",2025-06-16,883,978,19717.6,50227.54,13146,0,4298,2,492,0,2,4298,492,0,0,47.93625,70.15875,8.83875,13589.78,63.6475,21.1325,19.11875,0.96,48.0875,0.02875,3.71,0,0
"https://www.hotnewhiphop.com/920773-air-jordan-4-retro-imperial-purple-sneaker-news",2025-06-17,6406,6939,127229.4,449457.81,26507,0,22450,4422,1707,0,4422,22450,1707,0,0,43.68125,65.10875,8.73,36781.4,57.39875,19.4325,17.23,1.1325,23.135,7.49875,6.0675,0,0
