"url","uniqueUsers","pageViewsTotal","totalEngagementTime","averageScroll","averageDurationPerUser","averageRFV","cumulativeRFV","totalDuration","averageDurationPerPage","averageEngagementTimePerUser","averageEngagementTimePerPage","pageViewsPerUser","discoverImpressions","googleNewsImpressions","searchImpressions","searchPosition","searchClicks","searchCTR","discoverClicks","discoverCTR","googleNewsPosition","googleNewsClicks","googleNewsCTR","searchClicksPerArticle","searchImpressionsPerArticle","discoverClicksPerArticle","discoverImpressionsPerArticle","googleNewsClicksPerArticle","googleNewsImpressionsPerArticle"
"https://www.hotnewhiphop.com/954604-yeat-x-nike-air-max-goadome-sneaker-news","1321","1461","20924.01","58.96","57.68","23.32","34069.58","76197.45","52.15","15.84","14.32","1.11","2370","365","25504","12.78","208","0.82","150","6.33","31.89","9","2.47","208","25504","150","2370","9","365"
"https://www.hotnewhiphop.com/916338-air-jordan-14-ferrari-sneaker-news-12","1320","1544","36195.65","65.27","98.08","8.38","12939.89","129466.4","83.85","27.42","23.44","1.17","10490","63","26343","12.13","438","1.66","542","5.17","15.19","1","1.59","438","26343","542","10490","1","63"
"https://www.hotnewhiphop.com/909544-air-jordan-4-og-white-cement-sneaker-news-10","1311","1629","35914.13","53.12","80.82","6.08","9911.93","105957.12","65.04","27.39","22.05","1.24","17216","5","4052","49.41","3","0.07","763","4.43","17.8","0","0","3","4052","763","17216","0","5"
"https://www.hotnewhiphop.com/912787-wale-nike-gt-future-sneaker-news","1305","1428","31230.58","54.35","71.19","40.46","57779.78","92908.22","65.06","23.93","21.87","1.09","949","52","2986","16.13","23","0.77","25","2.63","12.71","0","0","23","2986","25","949","0","52"
"https://www.hotnewhiphop.com/912016-air-jordan-1-low-denim-sequin-sneaker-news","1294","1494","34168.36","54.56","77.68","8.46","12646.55","100518.86","67.28","26.41","22.87","1.15","13844","63","8018","65.58","9","0.11","1136","8.21","22.06","1","1.59","9","8018","1136","13844","1","63"
"https://www.hotnewhiphop.com/952242-air-jordan-4-somos-eternos-sneaker-news","1291","1500","37537.57","60.58","73.51","12.66","18993.89","94895.03","63.26","29.08","25.03","1.16","15452","466","2950","11.24","188","6.37","799","5.17","16.02","20","4.29","188","2950","799","15452","20","466"
"https://www.hotnewhiphop.com/948010-air-jordan-4-toro-bravo-sneaker-news-4","1290","1403","30304.56","55.32","73.45","9.5","13333.73","94748.79","67.53","23.49","21.6","1.09","6422","281","10725","9.99","356","3.32","485","7.55","16.21","9","3.2","356","10725","485","6422","9","281"
"https://www.hotnewhiphop.com/922909-nike-air-foamposite-one-deep-royal-sneaker-news-2","1287","1424","35863.05","60.77","76.36","15.13","21544.07","98273.73","69.01","27.87","25.18","1.11","10950","76","1375","33.86","10","0.73","1044","9.53","16.2","1","1.32","10","1375","1044","10950","1","76"
"https://www.hotnewhiphop.com/911021-jordan-mvp-92-gs-oil-grey-viotech-sneaker-news","1280","1403","26024.93","52.35","48.5","13.9","19505.78","62083.73","44.25","20.33","18.55","1.1","14412","40","1417","42.34","10","0.71","1366","9.48","18.6","1","2.5","10","1417","1366","14412","1","40"
"https://www.hotnewhiphop.com/932481-carmelo-anthony-air-jordan-3","1280","1394","28709.74","56.51","81.11","20.74","28913.04","103822.91","74.48","22.43","20.6","1.09","17729","1136","11280","57.95","232","2.06","561","3.16","15.51","11","0.97","232","11280","561","17729","11","1136"
"https://www.hotnewhiphop.com/939362-playboi-carti-supreme-photo-tee-streetwear-news","1277","1441","23132.37","49.94","74.13","21.34","30748.92","94669.26","65.7","18.11","16.05","1.13","523","2001","10952","9.15","473","4.32","25","4.78","7.99","41","2.05","473","10952","25","523","41","2001"
"https://www.hotnewhiphop.com/919606-psg-x-air-jordan-4-rm-sneaker-news","1274","1423","26124.43","66.59","56.75","13.97","19878.26","72302.57","50.81","20.51","18.36","1.12","17142","118","4410","49.11","28","0.63","972","5.67","17.59","2","1.69","28","4410","972","17142","2","118"
"https://www.hotnewhiphop.com/941691-air-jordan-5-fire-red-black-tongue-sneaker-news-13","1268","1389","33391.41","58.76","84.85","9","12494.11","107585.55","77.46","26.33","24.04","1.1","13788","369","19877","30.47","91","0.46","965","7","17.18","8","2.17","91","19877","965","13788","8","369"
"https://www.hotnewhiphop.com/911881-air-jordan-4-gs-light-lemon-twist-sneaker-news","1268","1573","36058.45","57.65","74.9","5.43","8533.58","94969.61","60.37","28.44","22.92","1.24","46","69","5211","28.53","5","0.1","1","2.17","9.43","0","0","5","5211","1","46","0","69"
"https://www.hotnewhiphop.com/921679-air-jordan-1-low-og-chicago-sneaker-news-4","1262","1385","28556.77","56.49","62.04","12.51","17326.2","78295.45","56.53","22.63","20.62","1.1","22549","73","4814","52.92","11","0.23","981","4.35","20.82","0","0","11","4814","981","22549","0","73"
"https://www.hotnewhiphop.com/920963-air-jordan-3-cobalt-bliss-sneaker-news","1255","1537","30755.81","55.99","75.5","11.45","17597.82","94750.05","61.65","24.51","20.01","1.22","7316","243","32841","16.4","133","0.4","470","6.42","10.7","1","0.41","133","32841","470","7316","1","243"
"https://www.hotnewhiphop.com/956468-air-jordan-11-mojave-sneaker-news","1241","1430","30043.88","52.05","89.22","11.76","16817.8","110718.65","77.43","24.21","21.01","1.15","13807","309","1042","11.6","5","0.48","620","4.49","38.14","8","2.59","5","1042","620","13807","8","309"
"https://www.hotnewhiphop.com/906716-tariffs-cost-of-jordans-sneaker-news","1241","1366","33717.41","49.05","88.45","36.11","49328.47","109764.01","80.35","27.17","24.68","1.1","246","9","1230","36.33","14","1.14","10","4.07","21.78","0","0","14","1230","10","246","0","9"
"https://www.hotnewhiphop.com/908811-lizzo-2025-met-gala-hip-hop-news","1237","1342","21513.45","50.23","57.54","30.13","40432.16","71181.94","53.04","17.39","16.03","1.08","0","68","6536","6.46","229","3.5","0","0","9.26","1","1.47","229","6536","0","0","1","68"
"https://www.hotnewhiphop.com/945446-nike-air-foamposite-pro-pine-green-sneaker-news-3","1234","1467","35455.1","62.73","100.43","14.71","21572.9","123932.7","84.48","28.73","24.17","1.19","10411","235","3009","8.94","41","1.36","871","8.37","18.12","6","2.55","41","3009","871","10411","6","235"
"https://www.hotnewhiphop.com/898923-air-jordan-4-toro-bravo-sneaker-news","1226","1508","34219.67","47.99","104.73","2.91","4385.01","128397.59","85.14","27.91","22.69","1.23","10766","95","19046","12.56","146","0.77","679","6.31","21.45","4","4.21","146","19046","679","10766","4","95"
"https://www.hotnewhiphop.com/902751-air-jordan-4-forget-me-not-sneaker-news-2","1223","1388","28170.7","51.68","87.34","2","2769.19","106822.76","76.96","23.03","20.3","1.13","18325","75","9558","14.05","25","0.26","1078","5.88","15.2","0","0","25","9558","1078","18325","0","75"
"https://www.hotnewhiphop.com/935624-nigel-sylvester-x-air-jordan-1-low-og-better-with-time-sneaker-news-6","1218","1415","30536.9","64.77","89.11","12.04","17042.33","108533.24","76.7","25.07","21.58","1.16","11355","525","10147","23.49","190","1.87","531","4.68","17.56","12","2.29","190","10147","531","11355","12","525"
"https://www.hotnewhiphop.com/905717-air-jordan-3-og-seoul-2-0-sneaker-news-3","1218","1371","29941.27","59","79.96","8.23","11288.46","97393.91","71.04","24.58","21.84","1.13","25879","15","3715","32.33","17","0.46","1081","4.18","10.27","0","0","17","3715","1081","25879","0","15"
"https://www.hotnewhiphop.com/896882-air-jordan-6-reverse-infrared-sneaker-news","1218","1468","37780.13","56.9","78.38","3.51","5153.66","95465.63","65.03","31.02","25.74","1.21","0","221","4647","39.97","93","2","0","0","14.38","2","0.9","93","4647","0","0","2","221"
"https://www.hotnewhiphop.com/943510-young-thug-sp5der-adidas-collaboration-streetwear-news","1207","1351","28443.44","49.7","81.54","21.03","28416.55","98419.13","72.85","23.57","21.05","1.12","1774","627","12275","6.35","100","0.81","94","5.3","15.62","14","2.23","100","12275","94","1774","14","627"
"https://www.hotnewhiphop.com/930714-air-jordan-1-low-og-voodoo-alternate-sneaker-news-2","1206","1356","33218.68","60.98","77.28","12.15","16473.49","93199.83","68.73","27.54","24.5","1.12","18382","328","8963","73.25","3","0.03","1310","7.13","15.06","12","3.66","3","8963","1310","18382","12","328"
"https://www.hotnewhiphop.com/911901-air-jordan-11-grand-finale-sneaker-news-4","1205","1370","34788.76","54.87","90.56","16.96","23233.27","109122.81","79.65","28.87","25.39","1.14","9224","39","4872","28.47","13","0.27","458","4.97","11.05","0","0","13","4872","458","9224","0","39"
"https://www.hotnewhiphop.com/941615-air-jordan-12-taxi-sneaker-news-3","1201","1317","38298.98","59.29","96.16","6.35","8356.61","115488.88","87.69","31.89","29.08","1.1","643","197","17578","25.2","1015","5.77","39","6.07","24.75","11","5.58","1015","17578","39","643","11","197"
"https://www.hotnewhiphop.com/935642-jordan-luka-4-white-cement-sneaker-news","1198","1317","28294.43","55.73","67.12","8.54","11250.94","80406.44","61.05","23.62","21.48","1.1","34930","260","4410","30.19","38","0.86","931","2.67","15.25","1","0.38","38","4410","931","34930","1","260"
"https://www.hotnewhiphop.com/961358-air-jordan-10-unc-pe-sneaker-news","1196","1386","34452.81","65.19","83.64","17.72","24555.66","100036.49","72.18","28.81","24.86","1.16","14427","167","4449","18.32","171","3.84","675","4.68","63.89","1","0.6","171","4449","675","14427","1","167"
"https://www.hotnewhiphop.com/946770-kobe-bryant-x-nike-air-force-1-low-triple-black-sneaker-news","1189","1372","29031.32","56.16","76.27","6.92","9488.42","90690.28","66.1","24.42","21.16","1.15","14813","708","4678","26.3","28","0.6","633","4.27","13.66","16","2.26","28","4678","633","14813","16","708"
"https://www.hotnewhiphop.com/906477-air-jordan-1-high-og-self-expression-sneaker-news-4","1182","1309","27206.14","56.39","59.03","12.05","15772.62","69773.87","53.3","23.02","20.78","1.11","18708","11","4293","56.06","3","0.07","971","5.19","13.09","0","0","3","4293","971","18708","0","11"
"https://www.hotnewhiphop.com/936213-nigel-sylvester-x-air-jordan-1-low-og-better-with-time-sneaker-news-7","1175","1365","29391.72","67.39","99.73","5.53","7543.87","117185.83","85.85","25.01","21.53","1.16","5821","708","28696","18.57","735","2.56","128","2.2","10.49","21","2.97","735","28696","128","5821","21","708"
"https://www.hotnewhiphop.com/908771-kim-kardashian-2025-met-gala-hip-hop-news","1169","1268","21666.08","55.61","57.14","44.02","55811.18","66791.09","52.67","18.53","17.09","1.08","0","36","2539","26.96","49","1.93","0","0","10.06","0","0","49","2539","0","0","0","36"
"https://www.hotnewhiphop.com/955175-drake-kendrick-lamar-better-sneaker-collabs","1168","1278","73159.01","68.18","121.2","21.6","27605.16","141563.03","110.77","62.64","57.24","1.09","2591","3031","2340","10.04","17","0.73","141","5.44","6.34","45","1.48","17","2340","141","2591","45","3031"
"https://www.hotnewhiphop.com/917525-psg-x-air-jordan-6-sneaker-news","1162","1270","24014.75","54.63","61.71","15.55","19747.37","71701.27","56.46","20.67","18.91","1.09","7154","170","9401","23.22","247","2.63","342","4.78","16.18","0","0","247","9401","342","7154","0","170"
"https://www.hotnewhiphop.com/919882-air-jordan-14-ferrari-sneaker-news-15","1161","1264","26879.47","53.64","65.86","13.92","17599.66","76463.51","60.49","23.15","21.27","1.09","14781","37","7300","18.45","26","0.36","904","6.12","30.59","0","0","26","7300","904","14781","0","37"
"https://www.hotnewhiphop.com/913345-levis-x-air-jordan-3-sneaker-news-4","1160","1280","24455.61","54.02","59.29","10.5","13443.57","68778.22","53.73","21.08","19.11","1.1","17728","17","879","59.92","1","0.11","1075","6.06","16.94","0","0","1","879","1075","17728","0","17"
"https://www.hotnewhiphop.com/908656-teyana-taylor-2025-met-gala-hip-hop-news","1151","1243","24556.95","55.26","62.36","21.52","26752.2","71773.07","57.74","21.34","19.76","1.08","0","75","12471","6.5","201","1.61","0","0","7.39","1","1.33","201","12471","0","0","1","75"
"https://www.hotnewhiphop.com/906214-jordan-cmft-era-shattered-backboard-sneaker-news","1150","1306","28144.58","54.36","61.99","5.82","7596.89","71285.26","54.58","24.47","21.55","1.14","24214","103","963","18.15","30","3.12","1042","4.3","10.63","3","2.91","30","963","1042","24214","3","103"
"https://www.hotnewhiphop.com/960500-solefly-x-air-jordan-3-fruits-of-our-labor-sneaker-news","1138","1273","30525.12","56.29","84.57","11.96","15224.47","96244.75","75.6","26.82","23.98","1.12","14497","89","3215","53.91","14","0.44","722","4.98","93.31","2","2.25","14","3215","722","14497","2","89"
"https://www.hotnewhiphop.com/913713-nigel-sylvester-x-air-jordan-4-brick-by-brick-sneaker-news-9","1128","1207","23477.84","45.47","73.66","12.84","15492.94","83083.45","68.83","20.81","19.45","1.07","6980","147","10270","11.39","560","5.45","287","4.11","15.05","0","0","560","10270","287","6980","0","147"
"https://www.hotnewhiphop.com/962518-air-jordan-4-tour-yellow-sneaker-news-2","1127","1256","26335.84","59.36","59.28","11.84","14864.79","66805.54","53.19","23.37","20.97","1.11","1359","69","99","25.53","1","1.01","171","12.58","149","1","1.45","1","99","171","1359","1","69"
"https://www.hotnewhiphop.com/948877-nike-air-foamposite-one-cough-drop-sneaker-news-4","1126","1277","31578","55.31","83.19","5.6","7148.69","93672.28","73.35","28.04","24.73","1.13","26127","185","5876","6.26","5","0.09","1141","4.37","15.98","1","0.54","5","5876","1141","26127","1","185"
"https://www.hotnewhiphop.com/947354-kim-kardashian-nikeskims-collection-streetwear-news","1123","1248","23894.35","59.39","71.68","45.46","56739.03","80491.1","64.5","21.28","19.15","1.11","0","519","3621","7.34","38","1.05","0","0","27.1","10","1.93","38","3621","0","0","10","519"
"https://www.hotnewhiphop.com/948014-air-jordan-11-low-university-blue-sneaker-news-2","1120","1225","19327.2","81.79","58.4","7.17","8781.18","65410.47","53.4","17.26","15.78","1.09","47","221","23625","5.8","886","3.75","1","2.13","20.81","2","0.9","886","23625","1","47","2","221"
"https://www.hotnewhiphop.com/925050-air-jordan-iconic-michael-jordan-moments","1120","1281","66937.25","61.78","128.74","23.37","29932.16","144184.1","112.56","59.77","52.25","1.14","21318","81","8328","54.51","5","0.06","413","1.94","7.81","0","0","5","8328","413","21318","0","81"
"https://www.hotnewhiphop.com/941938-supreme-x-nike-sb-dunk-low-collection-sneaker-news","1115","1259","30491.92","56.49","83.98","19.86","25001.05","93634.13","74.37","27.35","24.22","1.13","8621","583","6968","37.38","88","1.26","536","6.22","11.43","17","2.92","88","6968","536","8621","17","583"
"https://www.hotnewhiphop.com/928097-nike-air-force-1-collabs-ranked-sneaker-news","1112","1296","60551.12","69.11","130.7","16.77","21728.26","145333.68","112.14","54.45","46.72","1.17","2641","185","9580","54.91","26","0.27","272","10.3","15.08","5","2.7","26","9580","272","2641","5","185"
"https://www.hotnewhiphop.com/905668-air-jordan-4-rm-cannon-sneaker-news","1108","1200","21502.45","41.49","62.89","4.84","5802.94","69684.86","58.07","19.41","17.92","1.08","35300","10","2780","73.37","1","0.04","1399","3.96","55","0","0","1","2780","1399","35300","0","10"
"https://www.hotnewhiphop.com/903311-nike-air-foamposite-one-cough-drop-sneaker-news-2","1104","1230","24891.88","50.9","69.39","4.06","4998.66","76602.93","62.28","22.55","20.24","1.11","14654","59","1522","36.12","17","1.12","889","6.07","11.54","0","0","17","1522","889","14654","0","59"
"https://www.hotnewhiphop.com/943155-air-jordan-4-sierra-red-sneaker-news-2","1103","1196","19125.53","57.67","52.84","9.06","10835.37","58283.14","48.73","17.34","15.99","1.08","5495","460","7098","22.55","595","8.38","266","4.84","13.47","8","1.74","595","7098","266","5495","8","460"
"https://www.hotnewhiphop.com/954941-air-jordan-4023-stealth-sneaker-news","1098","1244","38034.18","60.71","97.76","11.39","14167.16","107337.97","86.28","34.64","30.57","1.13","11797","239","5335","6.88","83","1.56","576","4.88","20.18","4","1.67","83","5335","576","11797","4","239"
"https://www.hotnewhiphop.com/925646-kobe-bryant-nike-air-force-1-sneaker-news","1091","1225","26877","61.57","67.6","19.39","23754.48","73756.85","60.21","24.64","21.94","1.12","6318","51","19615","26.32","174","0.89","312","4.94","21.92","0","0","174","19615","312","6318","0","51"
"https://www.hotnewhiphop.com/909692-travis-scott-x-fc-barcelona-sneaker-news-2","1089","1238","17707.63","56.8","65.64","15.35","18998.97","71478.98","57.74","16.26","14.3","1.14","7273","564","68751","8.24","223","0.32","124","1.7","11.55","2","0.35","223","68751","124","7273","2","564"
"https://www.hotnewhiphop.com/902215-air-jordan-4-black-cat-sneaker-news-2","1086","1202","25685.75","48.13","85.16","2.96","3553.58","92481.38","76.94","23.65","21.37","1.11","39244","101","8098","31.56","14","0.17","2180","5.55","30.32","1","0.99","14","8098","2180","39244","1","101"
"https://www.hotnewhiphop.com/908691-doja-cat-2025-met-gala-hip-hop-news","1082","1146","17563.45","57.62","44.13","34.08","39058.67","47747.2","41.66","16.23","15.33","1.06","0","55","5808","9.08","37","0.64","0","0","21.62","0","0","37","5808","0","0","0","55"
"https://www.hotnewhiphop.com/905736-air-jordan-1-high-og-shattered-backboard-sneaker-news-3","1081","1200","30259.78","62","89.85","11.21","13449.49","97131.79","80.94","27.99","25.22","1.11","16436","5","3670","50.32","2","0.05","866","5.27","27.4","0","0","2","3670","866","16436","0","5"
"https://www.hotnewhiphop.com/962053-nike-kobe-10-elite-low-protro-halo-sneaker-news","1075","1182","23042.46","60.02","66.48","11.05","13061.87","71467.46","60.46","21.43","19.49","1.1","10638","231","3091","59.06","107","3.46","548","5.15","116.5","7","3.03","107","3091","548","10638","7","231"
"https://www.hotnewhiphop.com/934746-air-jordan-5-tokyo-sneaker-news-6","1073","1223","28126.71","53.57","83.94","14.37","17569.82","90069.48","73.65","26.21","23","1.14","16808","855","7861","23.07","37","0.47","659","3.92","10.05","2","0.23","37","7861","659","16808","2","855"
"https://www.hotnewhiphop.com/958683-air-jordan-12-pearl-pink-sneaker-news-3","1063","1244","27806.24","50.21","92.99","7.07","8796.16","98849.55","79.46","26.16","22.35","1.17","19303","235","3970","8.78","10","0.25","882","4.57","41.44","3","1.28","10","3970","882","19303","3","235"
"https://www.hotnewhiphop.com/942293-nike-snkrs-app-fails-ranked-sneaker-news","1059","1214","66005.53","66.75","133.76","24.45","29681.59","141652.53","116.68","62.33","54.37","1.15","11","324","5930","31.1","19","0.32","0","0","14.83","11","3.4","19","5930","0","11","11","324"
"https://www.hotnewhiphop.com/955630-air-jordan-11-pearl-sneaker-news","1052","1188","27842.15","57.55","66.89","9.28","11025.85","70367.99","59.23","26.47","23.44","1.13","22374","184","7222","7.87","24","0.33","697","3.12","19.22","0","0","24","7222","697","22374","0","184"
"https://www.hotnewhiphop.com/906169-eminem-air-jordan-3-slim-shady-pe-sneaker-news","1046","1186","35172.71","56.67","87.69","5.56","6595.39","91721.01","77.34","33.63","29.66","1.13","12948","124","12791","12.39","54","0.42","494","3.82","9.19","1","0.81","54","12791","494","12948","1","124"
"https://www.hotnewhiphop.com/946843-ja-morant-x-nike-air-force-1-low-sundial-sneaker-news","1037","1205","31854.02","67.27","76.5","12.99","15653.36","79329.36","65.83","30.72","26.43","1.16","17320","1704","2143","29.37","16","0.75","799","4.61","9.06","12","0.7","16","2143","799","17320","12","1704"
"https://www.hotnewhiphop.com/932286-nba-sneakers-every-era","1035","1160","55494.93","74.17","121.73","41.1","47676.93","125992.43","108.61","53.62","47.84","1.12","0","0","2405","177.71","0","0","0","0","0","0","0","0","2405","0","0","0","0"
"https://www.hotnewhiphop.com/905405-air-jordan-13-low-dongdan-sneaker-news","1032","1106","28020.14","55.25","66.34","6.68","7384.47","68460.39","61.9","27.15","25.33","1.07","16649","20","3001","40.18","2","0.07","989","5.94","20.7","0","0","2","3001","989","16649","0","20"
"https://www.hotnewhiphop.com/932598-air-jordan-1-mid-se-black-varsity-red-sneaker-news","1032","1208","31454.71","61","98.09","11.13","13443.83","101224.25","83.79","30.48","26.04","1.17","19759","477","4715","168.19","2","0.04","809","4.09","42.98","9","1.89","2","4715","809","19759","9","477"
"https://www.hotnewhiphop.com/931522-kobe-x-nike-air-force-1-protro-fc-barcelona-sneaker-news","1031","1162","28052.41","57.35","70.87","10.73","12462.52","73069.19","62.88","27.21","24.14","1.13","7080","1080","6722","128.16","16","0.24","622","8.79","16.64","11","1.02","16","6722","622","7080","11","1080"
"https://www.hotnewhiphop.com/959404-levis-x-air-jordan-3-sneaker-news-5","1029","1149","25371.38","55.97","64.41","20.38","23421.81","66275.89","57.68","24.66","22.08","1.12","25606","341","2433","24.07","11","0.45","599","2.34","42.55","8","2.35","11","2433","599","25606","8","341"
"https://www.hotnewhiphop.com/905664-air-jordan-11-low-bred-sneaker-news-9","1017","1132","24967.16","50.98","82.67","6.69","7575.05","84077.23","74.27","24.55","22.06","1.11","10139","13","24427","12.54","55","0.23","386","3.81","13.77","0","0","55","24427","386","10139","0","13"
"https://www.hotnewhiphop.com/925207-air-jordan-4-toro-bravo-sneaker-news-2","1012","1181","24315.82","49.63","84.01","15.48","18279.51","85018.11","71.99","24.03","20.59","1.17","1837","78","10798","30.34","194","1.8","94","5.12","23.06","0","0","194","10798","94","1837","0","78"
"https://www.hotnewhiphop.com/907975-air-jordan-5-fire-red-black-tongue-sneaker-news-10","1012","1114","28502.15","59.48","96.66","12.09","13473.81","97824.29","87.81","28.16","25.59","1.1","9592","125","7308","25.61","69","0.94","671","7","13.9","1","0.8","69","7308","671","9592","1","125"
"https://www.hotnewhiphop.com/918324-nigel-sylvester-sneaker-news-2","1005","1131","22751.54","62.82","62.93","18.66","21100.72","63247.75","55.92","22.64","20.12","1.13","39520","42","4464","12.35","12","0.27","730","1.85","41.67","1","2.38","12","4464","730","39520","1","42"
"https://www.hotnewhiphop.com/952251-aap-bari-nike-air-max-goadome-sneaker-news","1000","1111","23262.02","65.38","63.98","31.87","35404.7","63976.38","57.58","23.26","20.94","1.11","4896","292","9639","7.74","43","0.45","215","4.39","18.72","26","8.9","43","9639","215","4896","26","292"
"https://www.hotnewhiphop.com/941057-travis-scott-x-nike-partnership-sneaker-news","990","1150","23268.71","53.31","102.04","18.46","21226.07","101016.66","87.84","23.5","20.23","1.16","2341","4445","23177","41.16","220","0.95","58","2.48","11.6","233","5.24","220","23177","58","2341","233","4445"
"https://www.hotnewhiphop.com/923253-converse-shai-001-trophy-gold-sneaker-news","988","1079","29602.85","53.78","82.75","20.3","21905.3","81753.6","75.77","29.96","27.44","1.09","22782","46","3789","10.06","45","1.19","528","2.32","48.91","0","0","45","3789","528","22782","0","46"
"https://www.hotnewhiphop.com/952478-jordan-world-of-flight-philadelphia-store-restocks-sneaker-news","985","1145","34745.45","56.23","112.73","14.4","16493.03","111036.57","96.98","35.27","30.35","1.16","12962","314","5117","8.23","197","3.85","488","3.76","35.61","3","0.96","197","5117","488","12962","3","314"
"https://www.hotnewhiphop.com/923610-air-jordan-40-the-classic-sneaker-news","983","1115","24877.95","50.52","69.26","17.4","19399.22","68082.5","61.06","25.31","22.31","1.13","2978","26","3470","48.04","30","0.86","125","4.2","29.35","1","3.85","30","3470","125","2978","1","26"
"https://www.hotnewhiphop.com/951304-what-is-cool-kicks-sneaker-news","980","1109","43146.65","62.87","137.54","25.72","28525.72","134789.35","121.54","44.03","38.91","1.13","363","982","12734","4.36","358","2.81","22","6.06","14.77","19","1.93","358","12734","22","363","19","982"
"https://www.hotnewhiphop.com/960478-eminem-hitman-game-gaming-news","971","1066","27273.38","50.91","99.32","43.11","45954.64","96438.2","90.47","28.09","25.58","1.1","184","1043","6177","19.76","56","0.91","8","4.35","36.26","24","2.3","56","6177","8","184","24","1043"
"https://www.hotnewhiphop.com/927399-nike-underrated-collaborations-sneaker-news","958","1093","47984.88","71.46","124.77","32.11","35098.91","119528.77","109.36","50.09","43.9","1.14","1263","60","2113","67.16","2","0.09","36","2.85","22.6","0","0","2","2113","36","1263","0","60"
"https://www.hotnewhiphop.com/941912-solefly-air-jordan-3-miami-sneaker-news","956","1077","19699.53","62.96","70.79","22.35","24073.47","67672.29","62.83","20.61","18.29","1.13","1688","114","1614","32.38","33","2.04","164","9.72","18.08","3","2.63","33","1614","164","1688","3","114"
"https://www.hotnewhiphop.com/955006-nike-air-flightposite-midnight-navy-sneaker-news","953","1095","27415.6","63.56","77.01","12.76","13972.21","73393.42","67.03","28.77","25.04","1.15","22409","201","786","10.5","32","4.07","769","3.43","27.31","3","1.49","32","786","769","22409","3","201"
"https://www.hotnewhiphop.com/907319-awake-ny-x-air-jordan-5-arctic-pink-sneaker-news-3","945","1087","24443.77","64.77","71.01","15.93","17314.21","67105.43","61.73","25.87","22.49","1.15","5787","31","3395","29.95","5","0.15","497","8.59","24.35","0","0","5","3395","497","5787","0","31"
"https://www.hotnewhiphop.com/924905-westside-gunn-saucony-grid-jazz-9-scorpion-sneaker-news","943","1052","20661.8","56.4","68.14","32.36","34045.95","64259.58","61.08","21.91","19.64","1.12","38","340","9414","24.26","142","1.51","4","10.53","11.53","4","1.18","142","9414","4","38","4","340"
"https://www.hotnewhiphop.com/918307-naruto-x-air-jordan-1-utility-sample-sneaker-news","941","1022","21961.09","50.84","84.87","26.74","27331.12","79863.13","78.14","23.34","21.49","1.09","7178","75","5003","55.25","18","0.36","319","4.44","12.4","1","1.33","18","5003","319","7178","1","75"
"https://www.hotnewhiphop.com/920766-nike-air-griffey-max-1-varsity-royal-sneaker-news","940","1057","20852.32","50.75","60.15","17.13","18106.79","56543.31","53.49","22.18","19.73","1.12","13233","322","4521","32.21","8","0.18","496","3.75","15.43","5","1.55","8","4521","496","13233","5","322"
"https://www.hotnewhiphop.com/910342-a-ma-maniere-x-air-jordan-5-violet-ore-sneaker-news-4","939","1028","22532.94","57.47","65.75","11.47","11794.96","61740.7","60.06","24","21.92","1.09","13210","23","4117","15.64","21","0.51","783","5.93","18.17","0","0","21","4117","783","13210","0","23"
"https://www.hotnewhiphop.com/961933-dj-khaleds-marathon-burger-air-jordan-5-fire-red-sneaker-news","938","1022","22389.51","59.07","64.73","32.9","33622.04","60719.26","59.41","23.87","21.91","1.09","1217","247","1922","99.65","35","1.82","135","11.09","124.66","11","4.45","35","1922","135","1217","11","247"
"https://www.hotnewhiphop.com/901636-air-jordan-4-og-white-cement-sneaker-news-8","937","1073","26173.13","56.84","104.73","2.84","3046.04","98130.29","91.45","27.93","24.39","1.15","14969","22","10267","16.61","42","0.41","862","5.76","13.68","0","0","42","10267","862","14969","0","22"
"https://www.hotnewhiphop.com/918215-air-jordan-8-bugs-bunny-sneaker-news-4","932","1014","20680.44","43.22","75.27","9.76","9900.37","70152.71","69.18","22.19","20.39","1.09","0","68","7844","15.42","650","8.29","0","0","18.26","0","0","650","7844","0","0","0","68"
"https://www.hotnewhiphop.com/941920-adidas-ae2-sneaker-news-2","932","1038","22144.88","61.28","78.36","19.52","20259.5","73027.5","70.35","23.76","21.33","1.11","16198","741","9629","29.62","71","0.74","382","2.36","12.47","31","4.18","71","9629","382","16198","31","741"
"https://www.hotnewhiphop.com/909671-air-jordan-1-high-og-shattered-backboard-sneaker-news-4","929","1013","23063.48","57.55","85.53","14.46","14643.94","79455.52","78.44","24.83","22.77","1.09","13542","23","2010","48.1","8","0.4","780","5.76","16.74","0","0","8","2010","780","13542","0","23"
"https://www.hotnewhiphop.com/906712-ovo-x-jordan-11-samples-sneaker-news","928","1010","20166.82","49.23","69.17","21.56","21771.36","64187.49","63.55","21.73","19.97","1.09","3387","64","2594","67.88","16","0.62","398","11.75","9.89","1","1.56","16","2594","398","3387","1","64"
"https://www.hotnewhiphop.com/904598-air-jordan-10-hydrangeas-sneaker-news","924","1033","16268.43","49.86","59.59","7.7","7951.89","55060.37","53.3","17.61","15.75","1.12","11194","19","1793","41.75","2","0.11","620","5.54","25.05","0","0","2","1793","620","11194","0","19"
